Lemma	Glosses
נָדִיב	generous;noble;noble_things;nobleman's;nobles;prince's;princes;ruler;willing
נָדַב	brought;gave_freewill_offerings;gave_willingly;give_~_generously;given_as_a_freewill_offering;given_willingly;moved;offer_themselves_willingly;offer_willingly;offered_freely;offering_freely;prompts;volunteer;volunteered;volunteers;willingly_offered
נָדַד	cast_aside;chased;chased_away;escaped;flapped;fled;flee;fleeing;fly_away;fugitive;fugitives;in_flight;shake;shrink;strayed;strays;wanderers;wanders
נָדַח	banished;bring;cast_out;cast_~_out;compels;drawn_away;drive;drive_~_out;driven;driven_away;driven_out;driven_~_away;drove;exiles;hunted;led_astray;led_~_astray;outcast;outcasts;scattered;straying;strays;swings;thrust;thrust_~_down;turn;wielding
נָדַף	drive_~_away;driven;driven_away;drives_away;fleeting;refute;wind-driven
נָדַר	made;made_a_vow;make;make_vows;makes;makes_a_~_vow;making_the_vow;vow;vowed;vowing;vows;you_vowed
נָדָב	Nadab
נָדָה	exclude;put_off
נָדָן	gifts;sheath
נָהַג	brought;brought_away;carried_off;carried_~_off;drive;drive_away;driven;drives;driving;drove;drove_away;guide;guided;guiding;lead;lead_away;led;led_out;moan;take;urge_~_on
נָהַל	carrying;gave_~_rest;guide;guided;lead;leads;move_along;provided
נָהַם	groan;growl;roar;roaring
נָהַק	bray
נָהַר	radiant;stream
נָהָה	lamented;wail
נָהָר	canals;current;euphrates;floods;river;rivers;rivers_of;stream
נָוִית	Naioth
נָוֶה	abode;dwelling;dwelling_place;fold;grazing_land;habitation;haunt;home;house;meadow;pasture;pastures;place;remains;settlement
נָוָה	at_rest;dwellings;grazing_land;haunts;pastures;praise
נָזִיד	stew
נָזִיר	nazirite;nazirites;prince;princes;unpruned_vines;untended_vines
נָזַל	distill;floods;flow;flowing;flowing_streams;flowing_water;pour_down;quaked;rain_down;streams;wafted_abroad
נָזַר	abstain;consecrated;deal_respectfully;fast;keep_~_separate;rededicate;separate;separated;separates;separation
נָזָה	spattered;spatters;splashed;sprinkle;sprinkled;sprinkles
נָחִיר	nostrils
נָחֵת	bend;bring_down;come_down;go_down;goes_deeper;going_down;pressed_down;settling;shattered;sunk
נָחַל	allotted;apportion;apportion_the_inheritance;apportion_~_forinheritance;bequeath;distribute;distributed;distributing_~_asinheritances;divide;divide_~_foran_inheritance;endow;gave;gave_~_asan_inheritance;gave_~_inheritance;give_~_asan_inheritance;give_~_inheritance;given_~_toinherit;gives_~_asa_possession;giving_~_toinherit;have;have_an_inheritance;have_~_inheritance;heritage;inherit;inheritances_~_distributed;inherited;inherits;leave_~_foran_inheritance;leaves_an_inheritance;obtained;possess;receive;received;received_an_inheritance;received_~_inheritance;take_possession_of;take_~_as_~_possession;wills_~_possessions
נָחַם	appeased;becoming_a_consolation;bring_~_relief;change_~_mind;change_~_minds;comfort;comforted;comforter;comforters;comforts;condolences;console;consoled;consoling;give_~_consolation;had_compassion;have_compassion;mourning;moved_to_pity;pity;regret;regrets;regretted;relent;relented;relenting;relents;relieved;repent;repented;sorry;take_comfort
נָחַץ	urgent
נָחַשׁ	augury;divination;he_divines;interprets_omens;learned_by_divination;practice_divination;to_divine;watching_for_an_omen
נָחָה	brings;brought;guide;guided;guides;lead;leads;leads_~_away;led;left;settled;stationed
נָחָשׁ	Nahash;poisonous_snakes;serpent;serpent's;snake;snake's;snakes
נָחוֹר	Nahor;Nahor's
נָחוּשׁ	bronze
נָטִיל	weigh_out
נָטִיעַ	plants
נָטַל	laid;lifted_~_up;offering;weighs
נָטַע	firmly_embedded;pitch;plant;planted;planters;plants;replanted
נָטַף	drip;dripped;dripping;dropped;poured;poured_down;preach;preacher
נָטַר	angry;bear_a_grudge;keep_~_anger;keeper;keepers;kept;rages;tend
נָטַשׁ	abandon;abandoned;cast_~_away;deserted;drawn;fling;forego;forsake;forsaken;hangs_loose;leave;left;let;let_~_fall;lie_fallow;made_a_raid;reject;rejected;spread;spread_abroad;spread_out;stop;stopped;throw
נָטָה	bent_down;bow;bowed;declined;deprive;deprive_~_ofjustice;deprives;distort;extend;extended;incline;inclined;inclines;inclining;leaning;led_~_astray;lengthen;lengthened;lengthening;let_down;offer;outstretched;persuades;pervert;pervert_justice;perverted;pitch;pitched;plan;push_aside;pushed;settled;showed;spread;spread_out;spreads_out;strayed;stretch;stretch_out;stretch_~_out;stretched;stretched_out;stretched_~_out;stretches_out;stumbled;subvert;supported;swerve;throw;thrust;thrust_aside;took_~_aside;turn;turn_aside;turn_away;turn_~_aside;turn_~_away;turn_~_back;turned;turned_aside;turned_away;turned_~_away;turning;turns;went_over;won_over
נָטָף	drops;stacte
נָכֵא	broken;downcast
נָכֵה	contrite;crippled
נָכַל	cheat;deal_craftily;deceived;plotted
נָכַר	accept;acknowledge;are_friends_with;discern;disguises;distinguish;examine;given;know;knows;make_~_known;misunderstand;perceived;point_out;pretend;pretended_to_be_a_stranger;pretended_to_be_another_woman;profaned;recognize;recognized;regard;regards;take_notice_of;takes_notice;to_show_partiality;took_note;took_notice_of;you_be_partial;you_regard
נָכָא	stricken;whipped_out
נָכָה	afflict;afflicted;attack;attacked;attacks;beat;beat_down;beaten;beating;blows;bothered;clap;clapped;conquered;defeat;defeated;defeating;destroy;destroyed;destroying;fallen;fight;flog;her;hurl;inflict;inflicted;inflicting;kill;killed;killers;killing;kills;lashes;pin;put;ravage;sacked;shoot;shot;slain;slapped;slaughtering;slayer;slew;smashed;smiter;stabbed;stricken;strike;strike_down;strike_~_down;strikes;strikes_down;striking;striking_down;striking_~_down;struck;struck_down;struck_~_down;subdued;take;tear_down;the_wounds_~_received;thrust;to_defeat;to_kill;went_forward;wipe_~_out;wounded;you_defeated;you_must_kill
נָכֹחַ	honest;right;straight;uprightly
נָכוֹן	ready
נָלָה	stop
נָמֵר	leopard;leopards
נָמַל	circumcise
נָסִיךְ	leaders;libations;metal_images;princes
נָסַח	plucked;tear;tears_down;uprooted
נָסַךְ	cast;casts;installed;make;pour;pour_drink_offerings;pour_out;poured;poured_out;poured_~_out;pouring_out;set_up;spread
נָסַס	sick;sparkling
נָסַע	brought_~_out;caused_~_toblow;departed;go_forward;journey;journey_on_~_way;journeyed;journeyed_on;led;led_out;left;marching;migrated;move_on;moved;moved_on;plucked_up;pulled_out;pulled_up;pulled_~_up;quarried;quarries;set_out;set_~_aside;sets_out;setting_out;to_continue;uprooted;wander;went;went_out;withdrew
נָסָה	attempted;put_~_tothe_test;test;tested;testing;try;used_to;venture;ventures
נָעִים	melodious;pleasant;pleasant_places;pleasantness;pleasures;sweet
נָעֵם	go_well;pleasant;surpass_in_beauty
נָעַל	bolt;bolted;gave_~_sandals;locked;sandals
נָעַם	Naam
נָעַר	growl;overthrew;shake;shake_off;shake_out;shake_~_free;shaken_off;shaken_out;shakes;shook_out;swept
נָפִישׁ	Naphish
נָפַח	blew_~_away;blow;blows;boiling;breathe;breathed;die;fanned;sniff_at
נָפַל	allot;allotted;apportioned;attacked;born;break_~_down;bring_down;brings_on;burst;cast;cast_lots;caused_~_tofall;collapse;collapsed;come;confined;defected;desert;deserted;deserters;deserting;disperse;drop;drops;extinguish;fail;failed;fall;fall_away;fall_down;fall_down_flat;fallen;falling;falling_down;falls;fell;fell_down;fell_down_flat;fell_out;felled;felling;give_birth;go_over;got_down;I_will_turn_down;inferior;knocks_out;laid_low;lay;lay_prostrate;leave_out;lie_down;lost;lying;one_falling;overthrow;perish;present;presenting;prostrated_myself;settled;sink;struck_~_down;stumble;sunk;surrenders;threw_down;throw;throw_down;throwing_~_down;thrown;to_come_to_ruin;turns_out;void;waste_away;you_will_come_to_ruin
נָפַץ	broken_up;crushed_to_pieces;dashes;populated;scattered;scattering;shatter;shattered;shattering;smash;smashed
נָפַשׁ	refreshed
נָפָה	naphath;naphoth;sieve
נָצַב	attending;decreed;deputies;deputy;erected;establish;firmly_fixed;fixed;governors;healthy;in_charge;leading;maintains;officers;pillar;present;raised;rises;set;set_up;setting;stand;standing;stands;stationed;stood;stood_up;stood_upright;takes_~_stand;wait;waiting
נָצַח	choir_director;director;have_charge;lead;overseers;perpetual;supervise;supervised;supervisors;took_charge
נָצַל	defended;deliver;delivered;deliverer;delivering;delivers;escape;escaped;he_will_deliver;plunder;plundered;protect;recover;recovered;rescue;rescued;rescues;safe;save;saved;saves;separate;snatched;spared;stripped;take;take_away;taken_away;to_deliver;to_increase;to_rescue;took;you_rescued
נָצַץ	in_bloom;sparkling
נָצַר	besieged;besiegers;guard;guarded;guarding;guards;hidden;keep;keep_watch;keep_watch_over;keeper;keeping;keeps;kept;observe;ones_watching;preserve;preserved;preserves;protect;secret_places;spared;tends;watch_over;watcher;watchman;watchmen;wily
נָצָא	to_fly
נָצָה	be_ruins;became_fugitives;fighting;fought;rebelled;ruins
נָקִי	clean;exempt;free;free_of_obligation;guiltless;innocent;released
נָקִיא	innocent
נָקִיק	clefts;crevice
נָקַב	blasphemed;blasphemes;bored;curse;designate;designated;name;notable;pierce;pierced;registered;with_holes
נָקַט	loathe
נָקַם	avenge;avenge!;avenged;avenger;avenging;avenging_himself;execute;pay_back;punished;suffer_vengeance;take_revenge;take_vengeance;taken_revenge;takes_vengeance;taking_vengeance;they_took_revenge;to_be_punished;took_vengeance
נָקַע	turned;turned_away_~_indisgust
נָקַף	besieged;circling;close_in;closed;cut_down;destroyed;encircled;go_around;gone_around;recur;round_off;run_~_course;surround;surrounded;surrounding
נָקַר	dug;gouge_out;gouged_out;pecked_out;pierces
נָקַשׁ	ensnared;lay_snares;seize;setting_a_trap;snared
נָקָה	acquit;avenge;avoid_punishment;clearing_the_guilty;deserted;free;free_of_liability;go_unpunished;gone_unpunished;guiltless;he_will_leave_guilty_unpunished;hold_~_innocent;immune;innocent;leave_the_guilty_unpunished;leave_~_unpunished;pardoned;to_go_unpunished;to_leave_guilty_unpunished;to_leave_unpunished;to_let_go_unpunished;without_blame
נָקָם	revenge;vengeance
נָקֹד	speckled
נָשֶׁה	sciatic_nerve;thigh_muscle
נָשַׁב	blow;blows;drove_~_away
נָשַׁךְ	bit;bite;bites;bitten;charge;charge_~_interest;creditors;earn_interest;eat
נָשַׁל	clear_away;drives_out;drop_off;drove;remove;slips
נָשַׁם	gasp
נָשַׁף	blew;blows
נָשַׁק	armed;brushing;gives_a_kiss;kiss;kissed;kisses;submit
נָשַׁת	dry;exhausted;parched
נָשָׁא	debtor;deceive;deceived;given;in_debt;take_~_bysurprise;to_deceive;to_forget;you_deceived
נָשָׁה	borrowed;creditor;creditors;exacting;forget;forgotten;I_will_forget;lending;lent;making_the_loan;you_make_loan
נָשִׂיא	chief;chiefs;clouds;leader;leaders;prince;princes;ruler
נָשַׂג	affording;becomes_rich;obtain;overtake;overtaken;overtakes;overtook;prosper;prospers;put;reach;reached;reaches;remove;she_can_afford;she_would_give;to_overtake;you_will_overtake
נָשָׂא	accept;accepted;advanced;arise;assisted;bear;bear_the_burden;bear_up;bear_with;bear_~_up;bearer;bearing;bears;being_honored_of;being_regarded_of;bore;borne;bring;bringing;brought;carried;carried_away;carried_off;carried_~_away;carriers;carries;carries_~_away;carry;carry_away;carry_off;carry_~_away;carry_~_off;carrying;cast;caught_~_up;compelled;containing;count!;cry_out;depends;dignitary;ease;endure;endured;exalt;exalted;exalting;forgave;forget;forgive;forgiven;forgiving;gained;gather;get;given;grant;granted;greedy;he_accepted;he_lifted;he_lifts;he_respects;he_shows_partiality;heaves;high;high_~_lift;I_lift;I_lifted;I_raised;I_will_accept;I_will_show_partiality;incur;laid;lift;lift_up;lift_up_~_voice;lift_~_out;lift_~_up;lifted;lifted_up;lifted_~_up;lifts_up;lifts_~_up;loaded;lofty;make;married;moved;offer;one_being_lifted_of;ones_longing;ones_showing_partiality;pardon;partial;pay;pick_up;pick_~_up;picked_up;picked_~_up;produce;promoted;pull;put;raise;raised;receive;regard;released;remove;required;rise_up;rose;rouse;served;set;show;shown;sing;spare;spread;stirred;suffer;supplied;support;supported;supporting;take;take!;take_away;take_up;take_~_away;taken;taken_away;takes;takes_up;they_are_carried;they_counted;to_carry;to_forgive;to_take;took;took_away;took_up;uplifted;uttered;wear;wearing;will_he_accept;will_you_show_partiality;won;wore;would_he_accept;yield;you_lift;you_lifted;you_must_take;you_showed_paritality;you_take;you_will_show_partiality
נָתִיב	path;wake
נָתַח	cut;cut_~_inpieces;cut_~_intopieces
נָתַךְ	emptied_out;melt;melted;pour_out;pour_~_out;poured_down;poured_out
נָתַן	add;added;allow;allowed;applied;appoint;appointed;apportion;ascribe;ascribed;assigned;attach;attached;bears;bears_fruit;bestowed;bestows;bring;bringing;brings;brought;called;cast;cause;caused;causes;change;charge;come;comes;commit;committed;conferred;consign;contributed;dedicated;deliver;delivered;delivered_~_up;delivers;direct;display;distribute;divide;does_he_give;enable;enabled;entrusted;establish;established;exchange;exchanged;execute;exposed;fasten;fastened;gave;gave_forth;gave_up;gave_~_over;gift;give;give_forth;give_up;give_~_back;give_~_over;give_~_up;given;given_over;given_up;given_~_over;gives;gives_~_over;giving;giving_over;gotten;grant;granted;had;hand_over;hand_~_over;handed;handed_over;handed_over_to;hands_~_over;hang;hang_up;he_could_put;he_gave;he_gives;he_let;he_raised;he_will_be_given;he_will_grant;he_would_allow;he_would_come;he_would_give;he_would_grant;he_would_make;heap;hold;hurled;I_will_give;impose;imposed;inclined;inflicted;inflicts;injury_inflicted;inserted;issued;laid;lay;lays;leave;left;left_hanging;lend;lends;let;lift;lift_up;lifted_up;long;made;made_~_turn;make;makes;making;offer;offered;ones_being_given;paid;pay;perform;performed;permit;pitch;place;placed;plant;presented;proclaim;produce;provide;provided;provides;providing;punish;put;put_on;put_out;put_up;put_~_in;puts;putting;raise;raised;raises;regard;render;renders;repay;resounds;return;returned;reward;rewarding;send;sends;sends_out;sent;set;set_apart;set_up;setting;shares;she_will_be_given;show;showed;spend;spread;stored;strike;supplied;supplies;take;they_gave;they_put;thrown;thrown_up;thrust;to_be_given;to_deliver;to_give;took;trade;traded;treat;turned;utter;uttered;utters;wins;wish;yield;yielded;yields;you_deliver;you_give
נָתַס	break_up
נָתַע	broken
נָתַץ	break_down;break_~_down;breaks_~_down;broke_down;broken_down;demolished;destroy;destroyed;laid_in_ruins;pull_down;pulled_down;razed;shattered;smashed;tear_down;tear_out;tore_down;tore_~_down;torn_down
נָתַק	break;broke_~_apart;broken;broken_off;burst;drag_~_off;draw_~_away;drawn_away;drawn_~_away;lifted_up;pull_up;pull_~_off;removed;snap;snapped;snaps;tear;tear_off;tore_off;torn
נָתַר	hopping;leaps;let_loose;makes;released;sets_~_free;tremble;untie
נָתַשׁ	fail;pluck_up;uproot;uprooted
נָתָן	Nathan
נֹא	No;Thebes
נֹאד	bottle;skin;skins_of;wineskin
נֹב	Nob
נֹבַח	Nobah
נֹגַהּ	bright;bright_light;brightness;brilliant_light;dawn;flashing;gleaming;light;Nogah;radiance;shining
נֹהַּ	eminent
נֹחַ	Noah;Noah's
נֹחַם	compassion
נֹכַח	ahead;before;behalf_of;facing;front;front_of;has_~_approval;in_front_of;opposite;vicinity
נֹעַם	beauty;favor;gracious;pleasant
נֹעַר	childhood;youth
נֹעָה	Noah
נֹף	Memphis
נֹפֶךְ	turquoise
נֹפֶת	drippings;honey;honeycomb;nectar
נֹפַח	Nophah
נֹקֵד	sheep_breeder;shepherds
נֹקֶף	beaten
נׇכְרִי	adulteress;alien;foreign;foreigner;foreigners;stranger;wayward
נׇעֳמִי	Naomi;Naomi's
נבא	prophesied
נוֹבָי	Nebai
נוֹד	Nod;wanderings
נוֹדָב	Nodab
נוֹחָה	Nohah
נוֹעַדְיָה	Noadiah
נוֹף	elevation
נוֹצָה	contents;plumage
נוּא	discourage;discouraged;forbid;forbidden;forbids;frustrates;refuse
נוּב	bear_fruit;brings_forth;increase;make_~_flourish
נוּד	console;drive_~_away;flee;flee_away;flitting;grieve;moaning;mourn;shake;shaken;shook;show_sympathy;showed_~_sympathy;sways;sympathy;wander;wander_~_away;wanderer;waver
נוּחַ	allied;at_rest;came_to_rest;gained_relief;gave_~_rest;give_rest;give_~_rest;given_rest;given_~_rest;gives_rest;gives_~_rest;have_~_rest;lays;lodges;lowered;providing_~_aplace_of_rest;rest;rested;resting_place;rests;satisfied;satisfy;set_~_atrest;set_~_down;settle;settled;vent;wait_quietly;waited;we
נוּט	shake
נוּם	sleep;slumber;slumbers
נוּמָה	drowsiness
נוּן	increase;Nun
נוּס	abated;be_a_fugitive;drives;fled;flee;flee_away;fleeing;flees;fugitive;fugitives;get_away;hide;put_~_toflight;ran;to_flee
נוּעַ	disturb;fugitive;moving;restless;set_~_trembling;shake;shaken;shakes;she_reels;shook;stagger;staggered;sway;swing_to_and_fro;to_reel;to_wander;totter;tremble;trembled;wander;wander_about;wandered;wanderers
נוּף	perfumed;present;presented;put;raise;raised;raises;shake;shed_abroad;sift;use;wave;waved;wield;wielded;wields
נוּק	nursed
נוּר	fire
נוּשׁ	sick
סְאָה	measures;seah;seahs
סְאוֹן	boot
סְבַךְ	thicket;thickets
סְבַל	retained
סְבַר	attempt
סְבָא	Seba
סְבָאִים	Sabeans
סְבֹךְ	thicket
סְגִד	worship;worshiped
סְגַן	prefect;prefects
סְגַר	shut
סְגֻלָּה	possession;treasure;treasured_possession
סְגוֹר	gold;rib_cage
סְדֹם	Sodom
סְוֵנֵה	Syene
סְחִי	scum
סְחָבָה	rags
סְחֹרָה	markets
סְכָכָה	Secacah
סְלִיחָה	forgiveness;forgiving
סְלֵק	came_up;turned_to
סְמַדֵר	blossom;blossoms
סְמַכְיָהוּ	Semachiah
סְנֶה	bush
סְנַפִּיר	fins
סְנָאָה	Hassenaah;Senaah
סְנוּאָה	Hassenuah
סְעִפָּה	opinions
סְעַד	helping
סְעַפָּה	boughs
סְעָרָה	storm;storms;stormy;tempest;violent;whirlwind
סְפִינָה	ship
סְפַר	archives;book;books
סְפַרְוִי	Sepharvites
סְפַרְוַיִם	Sepharvaim
סְפָר	census;Sephar
סְפָרַד	Sepharad
סְפֹרָה	number
סְתַר	destroyed;hidden
סְתָיו	winter
סְתוּר	Sethur
סִבְלָה	burdens;forced_labor;labors;working
סִבְרַיִם	Sibraim
סִבְּכַי	Sibbecai
סִבָּה	turn_of_events
סִבֹּלֶת	sibboleth
סִיג	dross;impure
סִיוָן	Sivan
סִיחוֹן	Sihon
סִין	Pelusium;Sin
סִינִי	Sinites
סִינִים	Sinim
סִינַי	Sinai
סִיסְרָא	Sisera
סִיעָא	Sia;Siaha
סִיר	basin_of;cooking_pot;cooking_pots;hooks;pot;pots;thorns
סִכְלוּת	folly
סִכּוּת	Sikkuth
סִלָּא	Silla
סִסְמַי	Sismai
סִפְרָה	book
סִפַּי	Sippai
סִפֻּן	ceiling
סִרְיֹן	armor
סִרְפָּד	brier
סִתְרִי	Sithri
סִתְרָה	shelter
סֵאסֵא	banishing
סֵבֶל	burden;forced_labor;loads
סֵדֶר	order
סֵעֵף	double-minded
סֵפֶל	bowl
סֵפֶר	book;books;certificate;deed;deeds;document;indictment;letter;letters;literature;scroll;writing;written
סֵתֶר	backbiting;cover;covering;covert;hiding_place;private;protection;ravine;refuge;secrecy;secret;secret_place;shelter;veil
סֶכֶל	folly
סֶלֶד	Seled
סֶלֶף	crookedness;perverseness
סֶלַע	cliff;cliffs;crags;mountain;rock;rocks;rocky;Sela
סֶלָה	selah
סֶמֶל	figure;idol;image
סֶנֶּה	Seneh
סֶרֶד	Sered
סֶרֶן	axles;lords;rulers
סֶרַח	part
סַבְתְּכָא	Sabteca
סַבְתָּה	Sabta;Sabtah
סַבָּל	bear_burdens;burden_bearers;laborers;porters
סַגְרִיר	rainy
סַד	stocks
סַהַר	rounded
סַחַר	income;merchandise
סַךְ	throng
סַל	basket;baskets
סַלְכָה	Salecah
סַלְסִלָּה	branches
סַלַּי	Sallai
סַלָּח	forgiving
סַלּוֹן	brier;thorns
סַלּוּ	Sallu
סַלּוּא	Sallu
סַם	fragrant;fragrant_spices;sweet_spices
סַנְבַלַּט	Sanballat
סַנְוֵרִים	blindness
סַנְחֵרִיב	Sennacherib
סַנְסִנִּים	fruit
סַנְסַנָּה	Sansannah
סַעַר	storm;tempest
סַף	basin;basins;bowls;cup;cups;doors;Saph;threshold;thresholds
סַפִּיר	sapphire;sapphires
סַפַּחַת	scab
סַר	sullen
סַרְבָּל	robes
סַרְגֿוֹן	Sargon
סַרְדִּי	Seredites
סַרְעַפָּה	boughs
סָאַן	warrior
סָבִיב	all_about;all_along_~_outside;all_around;all_over;all_sides;all_sides_of;around;back;circuits;circumference;encircled;every_hand;every_side;forth;neighbors;on_all_sides;on_every_side;places_around;region_around;round;surround;surrounding;surrounds;turn;wide
סָבַב	began;bring_back;bring_~_over;brought_around;carried;change;changed;circled_around;circles;come_around;eluded;encircle;encircled;encompasses;entangled;flows_around;gather_around;gathered_around;go;go_about;go_around;goes_around;led_~_around;made_~_march;makes_a_turn;making_~_rounds;march_around;marched_around;moved;once_again;prowling_about;removed;responsible;returned;rolled;sent_~_around;sit_down;skirting;surround;surrounded;surrounding;surrounds;swung_open;transferred;traveled_around;turn;turn_aside;turn_away;turn_back;turn_~_over;turned;turned_about;turned_around;turned_aside;turned_away;turned_over;turned_~_around;turned_~_away;turned_~_over;turning;turns;walk_about;went;went_around;went_on_a_circuit
סָבַךְ	entangled;intertwined
סָבַל	be_heavy_with_young;bear;burden;carried;carry;drags_~_along
סָבָא	drink_too_much;drunk;drunkard;drunkards;fill_~_with
סָגַד	bow_down;bows_down;it
סָגַר	being_shut;close;closed;closed_in;closed_up;confine;confined;deliver;deliver_up;delivered;delivered_up;gave_over;gave_~_over;give_up;given;given_~_up;hand_over;handing_~_over;hands_~_over;imprisons;javelin;pure;put;put_~_aside;quarantine;shut;shut_up;shut_~_in;surrender
סָגָן	commanders;officials;rulers
סָדִין	linen_garments
סָחִישׁ	what_springs_from_that
סָחַב	drag;drag_away;dragged_away;dragged_off
סָחַף	driving;fled
סָחַר	customers;did_business;income;merchandise;merchant;merchants;ply_~_trade;throbs;trade;traders;trafficked
סָחָה	scrape
סָכַךְ	cover;covered;covering;guardian;knit_~_together;made_a_covering;overshadowing;screen;screened;spread_~_protection;stir_up;stirred_up
סָכַל	acted_foolishly;acted_like_a_fool;acted_~_foolishly;done_foolishly;done_~_foolishly;foolishly;makes_~_foolish;turn_~_intofoolishness
סָכַן	acquainted;advantage;agree;attendant;be_of_service;be_of_use;endangered;impoverished;in_the_habit;profitable;profits;steward;to_make_habit
סָכַר	bribed;closed;hand_over;stopped
סָכַת	silent
סָכָל	fool;foolish;stupid
סָלֵק	ascend
סָלַד	exult
סָלַח	forgive;forgiven;forgives;pardon;pardoned;you
סָלַל	build;build_up;built_up;cherish;exalting_yourself;highway;lift_up;pile_~_up;thrown_up
סָלַף	brings;overthrows;ruins;subverts;twists
סָלָא	worth_~_weight
סָלָה	reject;rejected;valued
סָלוּא	Salu
סָמַךְ	established;holds;laid;laid_siege;lay;lean;leaned;leans;lies_heavy;relied;rested;steadfast;steady;support;sustain;sustained;sustainer;sustains;upheld;uphold;upholds
סָמַן	plots
סָמַר	bristled;trembles
סָמָר	bristling
סָס	worm
סָעִיף	branches;cleft;clefts
סָעַד	fortify;refresh;supported;sustain;sustains;upheld;uphold
סָעַף	lop_off
סָעַר	came_like_a_whirlwind;perturbed;scattered_~_witha_whirlwind;storm-tossed;stormy;swirling;tempestuous
סָעָה	raging
סָפִיחַ	aftergrowth;torrents;what_grows_of_itself
סָפִר	scribe
סָפַד	beat;lament;lamented;mourn;mourned;mourners;mourns;wailing
סָפַח	appoint;attach;huddle_together;pouring_out;sharing
סָפַן	covered;paneled;paneling;reserved;roofed
סָפַף	be_a_doorkeeper
סָפַק	clap;claps;clasp_hands;strike;strikes;struck;struck_~_together;wallow
סָפַר	assigned;count;count_off;counted;counted_~_out;declare;declared;he_took_census_of;kept_count;measuring;number;numbered;proclaim;recite;record;recount;recounted;repeated;set_forth_~_case;speak;talk;tell;telling;told;took_a_census;utter
סָפָה	add;bringing_disaster;caught;devastation;heap;increase;perish;sweep_away;sweep_~_away;swept_away;take;take_off
סָקַל	clear;cleared_~_ofstones;he_must_be_stoned;he_will_be_stoned;pelted;stone;stoned;stoning;threw;to_be_stoned
סָרִיס	court_officials;eunuch;eunuchs;officer;officers;official;officials;palace_officials
סָרֵךְ	administrators
סָרַח	decayed;flowing;hang;lounge;lounging;spreading
סָרַף	burns
סָרַר	defiant;rebellious;rebels;stubborn
סָרָב	briers
סָרָה	betrayed;ceasing;rebellion;revolt;wrongdoing
סָתַם	blocked;closed;keep_~_secret;remain_secret;seal_up;secret;stop;stop_up;stopped_up
סָתַר	absent;conceal;concealed;hid;hidden;hide;hides;hiding;I_will_hide;secret;to_hide;undetected
סֹבֶא	drink;drinking;drunkard;wine
סֹבֶל	burden
סֹהַר	prison
סֹחֵרָה	buckler
סֹחֶרֶת	precious_stones
סֹךְ	den;shelter;tent;thicket
סֹכֵךְ	mantelet
סֹלְלָה	ramp;ramps;siege_ramp;siege_ramps
סֹלֶת	fine;fine_flour;fine_~_flour;flour
סֹפֵר	learned;marshal's;scribal;scribe;scribe's;scribes;secretaries;secretary;secretary's;writer
סֹפֶרֶת	Hassophereth;Sophereth
סֻכִּיִּים	Sukkiim
סֻכָּה	booth;booths;canopy;hut;pavilion;shelter;shelters;tents;thicket
סֻכּוֹת	Succoth
סֻלָּם	stairway
סׇלְעָם	bald_locust
סוֹא	So
סוֹד	clever_schemes;company;confidence;council;counsel;friendship;gathering;intimacy_of;secret;secret_plots;secrets
סוֹדִי	Sodi
סוֹטַי	Sotai
סוֹף	conclusion;end;ends;rear
סוּג	backslider;encircled;he_turned;may_they_be_turned;move;moves;overtake;put_away;turn;turn_back;turned;turned_away;turned_back;turning;turning_away
סוּגַר	cage
סוּחַ	Suah
סוּחָה	refuse
סוּךְ	anoint;anointed;enclosed;hedged_in;to_use_lotion
סוּמְפּוֹנְיָה	drum
סוּס	horse;horse's;horses;horses';mounted;stallions;swallow;swift
סוּסִי	Susi
סוּסָה	mare
סוּף	bring_~_toan_end;come_to_an_end;fade;fulfilled;red;Reed;reeds;rushes;seaweed;Suph;surely_destroy;swept_away
סוּפָה	gale;storm;storm_wind;Suphah;tempest;whirlwind;whirlwinds
סוּר	abolish;abolished;avoids;away;banish;call_back;captain;caused_~_toswerve;cease;come_over;cut_off;degenerate;depart;departed;deposed;deprive;deprives_~_of;disappears;escape;expelled;far;get_rid_of;go_away;gone;keep;leave;left;left_~_undone;pass_away;past;put_away;rebels;rejected;relieved;removal;remove;removed;removes;removing;return;set_aside;slip;stay;stop;strip_away;strips;Sur;take;take_away;take_off;take_~_away;taken;taken_away;took;took_away;took_off;took_~_off;turn;turn_aside;turn_away;turn_in;turn_~_aside;turn_~_away;turn_~_back;turned;turned_aside;turned_away;turning;turning_aside;turning_~_away;turns;turns_away;went_away;went_over;went_up;withdrew;without
סוּת	allured;drew_~_away;entice;entices;incited;inciting;induced;mislead;misleading;misleads;misled;robes;urged
עֱזוּז	fury;might;power
עֱלִי	pestle
עֱנוּת	affliction
עֲבִי	thick;thickness
עֲבִידָה	affairs;service;work
עֲבַד	carried_out;carrying_out;celebrated;do;does;done;executed;he_will_be_cut_into;made;make;obey;ordered;performs;servant;servants;stirred_up;torn_limb_from_limb
עֲבַר	province_beyond
עֲבָד	deeds
עֲבָרִים	Abarim
עֲבָרָה	ford
עֲבֹדָה	attend;bondage;burden;ceremony;construction;cultivate;doing;effect;job;labor;laborious;rural;service;serving;servitude;slavery;task;tilling;use;work;workers
עֲבֹת	bands;clouds;corded;cords;ropes;thick_foliage
עֲבֻדָּה	servants
עֲבוֹט	pledge;what_~_offersas_security
עֲגָבָה	lust
עֲגָלָה	cart;carts;chariots;wagons
