FGRef	BibTagId	Role	Word	After	WordClass	Person	Gender	Number	Tense	Voice	Mood	Degree	WordType	Domain	Frames	Referents	Discontinuous	Morphology	Lemma	Junction	Strong	ContextualGloss	Nesting
ACT_2:23w5	44kOT	o	καὶ	 	conj									089017				CONJ	καί		2532	and	o=NpAdjp/DativeAdjp/DetNP/NpaNp
ACT_2:23w6	44tXI	o	προγνώσει	 	n		f	s					com	028001				N-DSF	πρόγνωσις		4268	foreknowledge	o=NpAdjp/DativeAdjp/DetNP/NpaNp/NPofNP
ACT_2:23w7	44ge8	o	τοῦ	 	det		m	s						092004				T-GSM	ὁ		3588	-	o=NpAdjp/DativeAdjp/DetNP/NpaNp/NPofNP/DetNP
ACT_2:23w8	44EbD	o	θεοῦ	 	n		m	s					com	012001				N-GSM	θεός		2316	of God	o=NpAdjp/DativeAdjp/DetNP/NpaNp/NPofNP/DetNP
ACT_2:23w9	44NWu	o	ἔκδοτον	 	adj		m	s						037007				A-ASM	ἔκδοτος		1560	delivered up	o=NpAdjp/DativeAdjp
ACT_2:23w10	448jE	adv	διὰ	 	pp									089012				PREP	διά		1223	by	adv=PrepNp
ACT_2:23w11	44RXL	adv	χειρὸς	 	n		f	s					com	009001				N-GSF	χείρ		5495	hands	adv=PrepNp/NPofNP
ACT_2:23w12	44Ayq	adv	ἀνόμων	 	adj		m	p						088018				A-GPM	ἄνομος		459	lawless	adv=PrepNp/NPofNP
ACT_2:23w13	44UtZ	v	προσπήξαντες	 	v		m	p	aorist	active	participle			020004	A0:n44002022001	2:22w1		V-AAP-NPM	προσπήγνυμι		4362	having crucified	adv=V2CL
ACT_2:23w14	44nPq	v	ἀνείλατε	,	v	2		p	aorist	active	indicative			020004	A0:n44002022001 A1:n44002023001	2:22w1		V-AAI-2P	ἀναιρέω		337	You put to death	
ACT_2:24w1	44pwt	o	ὃν	 	pron		m	s					relative	092006		2:22w7		R-ASM	ὅς		3739	whom	
ACT_2:24w2	44vIU	s	ὁ	 	det		m	s						092004				T-NSM	ὁ		3588	-	s=DetNP
ACT_2:24w3	44TQZ	s	θεὸς	 	n		m	s					com	012001				N-NSM	θεός		2316	God	s=DetNP
ACT_2:24w4	44Sh9	v	ἀνέστησεν	 	v	3		s	aorist	active	indicative			023007	A1:n44002024001 A0:n44002024003			V-AAI-3S	ἀνίστημι		450	raised up	
ACT_2:24w5	44McZ	v	λύσας	 	v		m	s	aorist	active	participle			013001 018002	A0:n44002024003 A1:n44002024007	2:24w3		V-AAP-NSM	λύω		3089	having loosed	adv=V-O
ACT_2:24w6	44xTK	o	τὰς	 	det		f	p						092004				T-APF	ὁ		3588	the	adv=V-O/o=DetNP
ACT_2:24w7	44RCT	o	ὠδῖνας	 	n		f	p					com	024006				N-APF	ὠδίν		5604	agony	adv=V-O/o=DetNP/NPofNP
ACT_2:24w8	44k3m	o	τοῦ	 	det		m	s						092004				T-GSM	ὁ		3588	of	adv=V-O/o=DetNP/NPofNP/DetNP
ACT_2:24w9	44AR5	o	θανάτου	,	n		m	s					com	023007				N-GSM	θάνατος		2288	death	adv=V-O/o=DetNP/NPofNP/DetNP
ACT_2:24w10	44OFM	adv	καθότι	 	conj									089007				CONJ	καθότι		2530	inasmuch as	adv=sub-CL
ACT_2:24w11	44KDU	adv	οὐκ	 	adv									069002				PRT-N	οὐ		3756	not	adv=sub-CL/ADV-VC-P-S
ACT_2:24w12	44qNV	vc	ἦν	 	v	3		s	imperfect	active	indicative			013001				V-IAI-3S	εἰμί		2258	it was	adv=sub-CL/ADV-VC-P-S
ACT_2:24w13	44yvf	p	δυνατὸν	 	adj		n	s						071001				A-NSN	δυνατός		1415	possible	adv=sub-CL/ADV-VC-P-S
ACT_2:24w14	443WZ	v	κρατεῖσθαι	 	v				present	passive	infinitive			037001	A1:n44002024015			V-PPN	κρατέω		2902	[for] to be held	adv=sub-CL/ADV-VC-P-S/s=V-S-ADV
ACT_2:24w15	44UJJ	s	αὐτὸν	 	pron		m	s					personal	092004		2:22w7		P-ASM	αὐτός		846	Him	adv=sub-CL/ADV-VC-P-S/s=V-S-ADV
ACT_2:24w16	445uj	adv	ὑπ	’	pp									090001				PREP	ὑπό		5259	by	adv=sub-CL/ADV-VC-P-S/s=V-S-ADV/adv=PrepNp
ACT_2:24w17	44Ii6	adv	αὐτοῦ	·	pron		m	s					personal	092004		2:24w9		P-GSM	αὐτός		846	it	adv=sub-CL/ADV-VC-P-S/s=V-S-ADV/adv=PrepNp
ACT_2:25w1	44bV6	s	Δαυὶδ	 	n		m	s					PN	093001				N-PRI	Δαυίδ		1138	David	Conj-CL
ACT_2:25w2	44c97		γὰρ	 	conj									089007			true	CONJ	γάρ		1063	for	Conj-CL
ACT_2:25w3	444sL	v	λέγει	 	v	3		s	present	active	indicative			033006	A0:n44002025001			V-PAI-3S	λέγω		3004	says	Conj-CL
ACT_2:25w4	44XDN	adv	εἰς	 	pp									090006				PREP	εἰς		1519	about	Conj-CL/adv=PrepNp
ACT_2:25w5	44xof	adv	αὐτόν	·	pron		m	s					personal	092004		2:22w7		P-ASM	αὐτός		846	Him	Conj-CL/adv=PrepNp
ACT_2:25w6	44MTW	v	Προορώμην	 	v	1		s	imperfect	middle	indicative			024001	A0:n44002022007 A1:n44002025008	2:22w7		V-IMI-1S	προοράω		4308	I foresaw	Conj-CL/o
ACT_2:25w7	44tqY	o	τὸν	 	det		m	s						092004				T-ASM	ὁ		3588	the	Conj-CL/o/o=DetNP
ACT_2:25w8	44Sor	o	κύριον	 	n		m	s					com	012001				N-ASM	κύριος		2962	Lord	Conj-CL/o/o=DetNP
ACT_2:25w9	441xH	adv	ἐνώπιόν	 	pp									083006				PREP	ἐνώπιον		1799	before	Conj-CL/o/adv=PrepNp
ACT_2:25w10	44yx9	adv	μου	 	pron			s					personal	092001		2:22w7		P-1GS	ἐγώ		3450	me	Conj-CL/o/adv=PrepNp
ACT_2:25w11	448TG	adv	διὰ	 	pp									067005				PREP	διά		1223	continually	Conj-CL/o/adv=PrepNp
ACT_2:25w12	44rI0	adv	παντός	,	adj		m	s						067005				A-GSN	πᾶς		3956	everything	Conj-CL/o/adv=PrepNp
ACT_2:25w13	44gZP	adv	ὅτι	 	conj									089007				CONJ	ὅτι		3754	because	Conj-CL/o/adv=sub-CL
ACT_2:25w14	44lTl	p	ἐκ	 	pp													PREP	ἐκ		1537	at [the]	Conj-CL/o/adv=sub-CL/p=PrepNp
ACT_2:25w15	4453Q	p	δεξιῶν	 	adj		n	p					substantive	082002				A-GPN	δεξιός		1188	right hand	Conj-CL/o/adv=sub-CL/p=PrepNp/NPofNP
ACT_2:25w16	44phC	p	μού	 	pron			s					personal	092001		2:22w7		P-1GS	ἐγώ		3450	of me	Conj-CL/o/adv=sub-CL/p=PrepNp/NPofNP
ACT_2:25w17	44G0U	vc	ἐστιν	 	v	3		s	present	active	indicative			085001		2:25w8		V-PAI-3S	εἰμί		2076	He is	Conj-CL/o/adv=sub-CL
ACT_2:25w18	447Kk	adv	ἵνα	 	conj									089009				CONJ	ἵνα		2443	that	Conj-CL/o/adv=sub-CL/adv=sub-CL
ACT_2:25w19	44HAf	adv	μὴ	 	adv									069002				PRT-N	μή		3361	not	Conj-CL/o/adv=sub-CL/adv=sub-CL/ADV-V
ACT_2:25w20	44S9D	v	σαλευθῶ	.	v	1		s	aorist	passive	subjunctive			025021	A1:n44002022007	2:22w7		V-APS-1S	σαλεύω		4531	I should be shaken	Conj-CL/o/adv=sub-CL/adv=sub-CL/ADV-V
ACT_2:26w1	44akm	adv	διὰ	 	pp													PREP	διά		1223	Because of	CLaCL/ADV-V-S/adv=PrepNp
ACT_2:26w2	44LLy	adv	τοῦτο	 	pron		n	s					demonstrative			2:25w6		D-ASN	οὗτος		5124	this	CLaCL/ADV-V-S/adv=PrepNp
ACT_2:26w3	44QCt	v	ηὐφράνθη	 	v	3		s	aorist	passive	indicative			025011	A1:n44002026005			V-API-3S	εὐφραίνω		2165	was glad	CLaCL/ADV-V-S
ACT_2:26w4	44tBy	s	ἡ	 	det		f	s						092004				T-NSF	ὁ		3588	the	CLaCL/ADV-V-S/s=DetNP
ACT_2:26w5	44BOg	s	καρδία	 	n		f	s					com	026				N-NSF	καρδία		2588	heart	CLaCL/ADV-V-S/s=DetNP/NPofNP
ACT_2:26w6	44Ba1	s	μου	 	pron			s					personal	092001		2:22w7		P-1GS	ἐγώ		3450	of me	CLaCL/ADV-V-S/s=DetNP/NPofNP
ACT_2:26w7	44fOd		καὶ	 	conj									089017				CONJ	καί		2532	and	CLaCL
ACT_2:26w8	448dE	v	ἠγαλλιάσατο	 	v	3		s	aorist	middle	indicative			025011	A0:n44002026010			V-ADI-3S	ἀγαλλιάω		21	rejoiced	CLaCL/V-S
ACT_2:26w9	44hEI	s	ἡ	 	det		f	s						092004				T-NSF	ὁ		3588	the	CLaCL/V-S/s=DetNP
ACT_2:26w10	44PyL	s	γλῶσσά	 	n		f	s					com	033006				N-NSF	γλῶσσα		1100	tongue	CLaCL/V-S/s=DetNP/NPofNP
ACT_2:26w11	44a80	s	μου	,	pron			s					personal	092001		2:22w7		P-1GS	ἐγώ		3450	of me	CLaCL/V-S/s=DetNP/NPofNP
ACT_2:26w12	44Quk	adv	ἔτι	 	adv									059008				ADV	ἔτι		2089	and	ADV-S-V-ADV
ACT_2:26w13	44xAN		δὲ	 	conj									089017			true	CONJ	δέ		1161	now	
ACT_2:26w14	44wls	s	καὶ	 	adv									089017				CONJ	καί		2532	also	ADV-S-V-ADV/s=AdvpNp
ACT_2:26w15	44Ace	s	ἡ	 	det		f	s						092004				T-NSF	ὁ		3588	the	ADV-S-V-ADV/s=AdvpNp/DetNP
ACT_2:26w16	440Kd	s	σάρξ	 	n		f	s					com	008002				N-NSF	σάρξ		4561	flesh	ADV-S-V-ADV/s=AdvpNp/DetNP/NPofNP
ACT_2:26w17	442o6	s	μου	 	pron			s					personal	092001		2:22w7		P-1GS	ἐγώ		3450	of me	ADV-S-V-ADV/s=AdvpNp/DetNP/NPofNP
ACT_2:26w18	44dAA	v	κατασκηνώσει	 	v	3		s	future	active	indicative			006016	A0:n44002026016			V-FAI-3S	κατασκηνόω		2681	will dwell	ADV-S-V-ADV
ACT_2:26w19	44yuv	adv	ἐπ	’	pp									089007				PREP	ἐπί		1909	in	ADV-S-V-ADV/adv=PrepNp
ACT_2:26w20	44P2A	adv	ἐλπίδι	·	n		f	s					com	025004				N-DSF	ἐλπίς		1680	hope	ADV-S-V-ADV/adv=PrepNp
ACT_2:27w1	44fhG		ὅτι	 	conj									089007				CONJ	ὅτι		3754	for	sub-CL
ACT_2:27w2	44SrI	adv	οὐκ	 	adv									069002				PRT-N	οὐ		3756	not	sub-CL/CLaCL/ADV-V-O-ADV
ACT_2:27w3	44peh	v	ἐγκαταλείψεις	 	v	2		s	future	active	indicative			013003	A0:n44002025008 A1:n44002027005	2:25w8		V-FAI-2S	ἐγκαταλείπω		1459	You will abandon	sub-CL/CLaCL/ADV-V-O-ADV
ACT_2:27w4	449Oq	o	τὴν	 	det		f	s						092004				T-ASF	ὁ		3588	the	sub-CL/CLaCL/ADV-V-O-ADV/o=DetNP
ACT_2:27w5	44rgX	o	ψυχήν	 	n		f	s					com	026				N-ASF	ψυχή		5590	soul	sub-CL/CLaCL/ADV-V-O-ADV/o=DetNP/NPofNP
ACT_2:27w6	44IpS	o	μου	 	pron			s					personal	092001		2:22w7		P-1GS	ἐγώ		3450	of me	sub-CL/CLaCL/ADV-V-O-ADV/o=DetNP/NPofNP
ACT_2:27w7	44ibv	adv	εἰς	 	pp									083003				PREP	εἰς		1519	into	sub-CL/CLaCL/ADV-V-O-ADV/adv=PrepNp
ACT_2:27w8	44uKC	adv	ᾅδην	,	n		m	s					com	001003				N-ASM	ᾅδης		86	Hades	sub-CL/CLaCL/ADV-V-O-ADV/adv=PrepNp
ACT_2:27w9	44wZZ		οὐδὲ	 	conj									069003				CONJ-N	οὐδέ		3761	nor	sub-CL/CLaCL
ACT_2:27w10	44SDb	v	δώσεις	 	v	2		s	future	active	indicative			013004	A0:n44002025008 A1:n44002027014	2:25w8		V-FAI-2S	δίδωμι		1325	will You allow	sub-CL/CLaCL/V-O
ACT_2:27w11	44mrE	s	τὸν	 	det		m	s						092004				T-ASM	ὁ		3588	the	sub-CL/CLaCL/V-O/o=S-V-O/s=DetNP
ACT_2:27w12	44mJ3	s	ὅσιόν	 	adj		m	s						053006				A-ASM	ὅσιος		3741	Holy One	sub-CL/CLaCL/V-O/o=S-V-O/s=DetNP/NPofNP
ACT_2:27w13	44hHe	s	σου	 	pron			s					personal	092003		2:25w8		P-2GS	σύ		4675	of You	sub-CL/CLaCL/V-O/o=S-V-O/s=DetNP/NPofNP
ACT_2:27w14	443P9	v	ἰδεῖν	 	v				aorist	active	infinitive			090013	A0:n44002027012 A1:n44002027015			V-2AAN	ὁράω		3708	to see	sub-CL/CLaCL/V-O/o=S-V-O
ACT_2:27w15	44572	o	διαφθοράν	.	n		f	s					com	023013				N-ASF	διαφθορά		1312	decay	sub-CL/CLaCL/V-O/o=S-V-O
ACT_2:28w1	44wjL	v	ἐγνώρισάς	 	v	2		s	aorist	active	indicative			028002	A0:n44002025008 A2:n44002028002 A1:n44002028003	2:25w8		V-AAI-2S	γνωρίζω		1107	You have made known	
ACT_2:28w2	442DU	io	μοι	 	pron			s					personal	092001		2:22w7		P-1DS	ἐγώ		3427	to me	
ACT_2:28w3	44Pk3	o	ὁδοὺς	 	n		f	p					com	041001				N-APF	ὁδός		3598	[the] paths	o=NPofNP
ACT_2:28w4	44CW9	o	ζωῆς	,	n		f	s					com	023007				N-GSF	ζωή		2222	of life	o=NPofNP
ACT_2:28w5	44Y1i	v	πληρώσεις	 	v	2		s	future	active	indicative			059004	A0:n44002025008 A1:n44002028006	2:25w8		V-FAI-2S	πληρόω		4137	You will fill	o=V-O-ADV-ADV
ACT_2:28w6	44RsV	o	με	 	pron			s					personal	092001		2:22w7		P-1AS	ἐγώ		3165	me	o=V-O-ADV-ADV
ACT_2:28w7	44p8H	adv	εὐφροσύνης	 	n		f	s					com	025011				N-GSF	εὐφροσύνη		2167	with joy	o=V-O-ADV-ADV
ACT_2:28w8	44fBT	adv	μετὰ	 	pp									089012				PREP	μετά		3326	in	o=V-O-ADV-ADV/adv=PrepNp
ACT_2:28w9	44Mbb	adv	τοῦ	 	det		n	s						092004				T-GSN	ὁ		3588	the	o=V-O-ADV-ADV/adv=PrepNp/DetNP
ACT_2:28w10	44FfU	adv	προσώπου	 	n		n	s					com	085001				N-GSN	πρόσωπον		4383	presence	o=V-O-ADV-ADV/adv=PrepNp/DetNP/NPofNP
ACT_2:28w11	448JU	adv	σου	.	pron			s					personal	092003		2:25w8		P-2GS	σύ		4675	of You	o=V-O-ADV-ADV/adv=PrepNp/DetNP/NPofNP
ACT_2:29w1	44LQa	aux	Ἄνδρες	 	n		m	p					com	009001				N-VPM	ἀνήρ		435	Men	ClCl2/ClCl/Np2CL
ACT_2:29w2	443gR	aux	ἀδελφοί	,	n		m	p					com	011003				N-VPM	ἀδελφός		80	brothers	ClCl2/ClCl/Np2CL
ACT_2:29w3	44P6M	v	ἐξὸν	 	v		n	s	present	active	participle			071001	A0:n00000000000			V-PAP-NSN	ἔξεστι(ν)		1832	it is permitted [me]	ClCl2/P-S/p=V2CL
ACT_2:29w4	44uFL	v	εἰπεῖν	 	v				aorist	active	infinitive			033006	A0:n44002014004	2:14w4		V-2AAN	λέγω		2036	to speak	ClCl2/P-S/s
ACT_2:29w5	44H92	adv	μετὰ	 	pp									089013				PREP	μετά		3326	with	ClCl2/P-S/s/adv=PrepNp
ACT_2:29w6	44iMe	adv	παρρησίας	 	n		f	s					com	025014				N-GSF	παρρησία		3954	freedom	ClCl2/P-S/s/adv=PrepNp
ACT_2:29w7	44jTb	adv	πρὸς	 	pp									090013				PREP	πρός		4314	to	ClCl2/P-S/s/adv=PrepNp
ACT_2:29w8	44RI1	adv	ὑμᾶς	 	pron			p					personal	092003		2:29w1		P-2AP	σύ		5209	you	ClCl2/P-S/s/adv=PrepNp
ACT_2:29w9	44yw5	adv	περὶ	 	pp									090006				PREP	περί		4012	concerning	ClCl2/P-S/s/adv=PrepNp
ACT_2:29w10	445hU	adv	τοῦ	 	det		m	s						092004				T-GSM	ὁ		3588	the	ClCl2/P-S/s/adv=PrepNp/Np-Appos/DetNP
ACT_2:29w11	44dk8	adv	πατριάρχου	 	n		m	s					com	010002				N-GSM	πατριάρχης		3966	patriarch	ClCl2/P-S/s/adv=PrepNp/Np-Appos/DetNP
ACT_2:29w12	44VqK	adv	Δαυὶδ	,	n		m	s					PN	093001				N-PRI	Δαυίδ	apposition	1138	David	ClCl2/P-S/s/adv=PrepNp/Np-Appos
ACT_2:29w13	44TPU	o	ὅτι	 	conj									090006				CONJ	ὅτι		3754	that	ClCl2/P-S/s/o=that-VP
ACT_2:29w14	44RuG	v	καὶ	 	conj									089017				CONJ	καί		2532	both	ClCl2/P-S/s/o=that-VP/CLaCL/V2CL/v=EitherOrVp
ACT_2:29w15	44YBD	v	ἐτελεύτησεν	 	v	3		s	aorist	active	indicative			023007	A0:n44002029011	2:29w11		V-AAI-3S	τελευτάω		5053	he died	ClCl2/P-S/s/o=that-VP/CLaCL/V2CL/v=EitherOrVp
ACT_2:29w16	44KnM	v	καὶ	 	conj									089017				CONJ	καί		2532	and	ClCl2/P-S/s/o=that-VP/CLaCL/V2CL/v=EitherOrVp
ACT_2:29w17	44X8O	v	ἐτάφη	,	v	3		s	aorist	passive	indicative			052	A1:n44002029011	2:29w11		V-2API-3S	θάπτω		2290	was buried	ClCl2/P-S/s/o=that-VP/CLaCL/V2CL/v=EitherOrVp
ACT_2:29w18	44PB4	o	καὶ	 	conj									089017				CONJ	καί		2532	and	ClCl2/P-S/s/o=that-VP/CLaCL
ACT_2:29w19	44fKA	s	τὸ	 	det		n	s						092004				T-NSN	ὁ		3588	the	ClCl2/P-S/s/o=that-VP/CLaCL/S-VC-P-ADV/s=DetNP
ACT_2:29w20	44SAs	s	μνῆμα	 	n		n	s					com	007007				N-NSN	μνῆμα		3418	tomb	ClCl2/P-S/s/o=that-VP/CLaCL/S-VC-P-ADV/s=DetNP/NPofNP
ACT_2:29w21	44ngM	s	αὐτοῦ	 	pron		m	s					personal	092004		2:29w11		P-GSM	αὐτός		846	of him	ClCl2/P-S/s/o=that-VP/CLaCL/S-VC-P-ADV/s=DetNP/NPofNP
ACT_2:29w22	44b5y	vc	ἔστιν	 	v	3		s	present	active	indicative			085001				V-PAI-3S	εἰμί		2076	is	ClCl2/P-S/s/o=that-VP/CLaCL/S-VC-P-ADV
ACT_2:29w23	44CuQ	p	ἐν	 	pp									083003				PREP	ἐν		1722	among	ClCl2/P-S/s/o=that-VP/CLaCL/S-VC-P-ADV/p=PrepNp
ACT_2:29w24	44tVB	p	ἡμῖν	 	pron			p					personal	092002		2:14w4;2:14w7;2:29w1		P-1DP	ἐγώ		2254	us	ClCl2/P-S/s/o=that-VP/CLaCL/S-VC-P-ADV/p=PrepNp
ACT_2:29w25	44R7X	adv	ἄχρι	 	pp									067006				ADV	ἄχρι		891	unto	ClCl2/P-S/s/o=that-VP/CLaCL/S-VC-P-ADV/adv=PrepNp
ACT_2:29w26	44UvK	adv	τῆς	 	det		f	s						092004				T-GSF	ὁ		3588	the	ClCl2/P-S/s/o=that-VP/CLaCL/S-VC-P-ADV/adv=PrepNp/NP-Demo/DetNP
ACT_2:29w27	44Ci0	adv	ἡμέρας	 	n		f	s					com	067008				N-GSF	ἡμέρα		2250	day	ClCl2/P-S/s/o=that-VP/CLaCL/S-VC-P-ADV/adv=PrepNp/NP-Demo/DetNP
ACT_2:29w28	44vT4	adv	ταύτης	·	pron		f	s					demonstrative	092007				D-GSF	οὗτος		5026	this	ClCl2/P-S/s/o=that-VP/CLaCL/S-VC-P-ADV/adv=PrepNp/NP-Demo
ACT_2:30w1	44kMv	p	προφήτης	 	n		m	s					com	053009				N-NSM	προφήτης		4396	A prophet	Conj-CL/adv=CLaCL/P-VC
ACT_2:30w2	44wZO		οὖν	 	conj									089023			true	CONJ	οὖν		3767	therefore	Conj-CL
ACT_2:30w3	44Gb6	vc	ὑπάρχων	,	v		m	s	present	active	participle			013001		2:29w11		V-PAP-NSM	ὑπάρχω		5225	being	Conj-CL/adv=CLaCL/P-VC
ACT_2:30w4	44RRw	adv	καὶ	 	conj									089017				CONJ	καί		2532	and	Conj-CL/adv=CLaCL
ACT_2:30w5	44VHO	v	εἰδὼς	 	v		m	s	perfect	active	participle			028001	A0:n44002029011	2:29w11		V-RAP-NSM	ὁράω		3708	knowing	Conj-CL/adv=CLaCL
ACT_2:30w6	4452F	o	ὅτι	 	conj									090006				CONJ	ὅτι		3754	that	Conj-CL/adv=CLaCL/o=that-VP
ACT_2:30w7	44CMR	adv	ὅρκῳ	 	n		m	s					com	033054				N-DSM	ὅρκος		3727	with an oath	Conj-CL/adv=CLaCL/o=that-VP/ADV-V-IO-S-O
ACT_2:30w8	44ork	v	ὤμοσεν	 	v	3		s	aorist	active	indicative			033054	A2:n44002030009 A0:n44002030011 A1:n44002030017			V-AAI-3S	ὀμνύω		3660	swore	Conj-CL/adv=CLaCL/o=that-VP/ADV-V-IO-S-O
ACT_2:30w9	44YWi	io	αὐτῷ	 	pron		m	s					personal	092004		2:29w11		P-DSM	αὐτός		846	to him	Conj-CL/adv=CLaCL/o=that-VP/ADV-V-IO-S-O
ACT_2:30w10	44Vo9	s	ὁ	 	det		m	s						092004				T-NSM	ὁ		3588	-	Conj-CL/adv=CLaCL/o=that-VP/ADV-V-IO-S-O/s=DetNP
ACT_2:30w11	44XpD	s	θεὸς	 	n		m	s					com	012001				N-NSM	θεός		2316	God	Conj-CL/adv=CLaCL/o=that-VP/ADV-V-IO-S-O/s=DetNP
ACT_2:30w12	44C1Y	adv	ἐκ	 	pp									089003				PREP	ἐκ		1537	out of [the]	Conj-CL/adv=CLaCL/o=that-VP/ADV-V-IO-S-O/o=ADV-V-ADV/adv=PrepNp
ACT_2:30w13	44tQW	adv	καρποῦ	 	n		m	s					com	010002				N-GSM	καρπός		2590	fruit	Conj-CL/adv=CLaCL/o=that-VP/ADV-V-IO-S-O/o=ADV-V-ADV/adv=PrepNp/NPofNP
ACT_2:30w14	44tVe	adv	τῆς	 	det		f	s						092004				T-GSF	ὁ		3588	of the	Conj-CL/adv=CLaCL/o=that-VP/ADV-V-IO-S-O/o=ADV-V-ADV/adv=PrepNp/NPofNP/DetNP
ACT_2:30w15	44gqX	adv	ὀσφύος	 	n		f	s					com	008002				N-GSF	ὀσφῦς		3751	loins	Conj-CL/adv=CLaCL/o=that-VP/ADV-V-IO-S-O/o=ADV-V-ADV/adv=PrepNp/NPofNP/DetNP/NPofNP
ACT_2:30w16	44Lfq	adv	αὐτοῦ	 	pron		m	s					personal	092004		2:29w11		P-GSM	αὐτός		846	of him	Conj-CL/adv=CLaCL/o=that-VP/ADV-V-IO-S-O/o=ADV-V-ADV/adv=PrepNp/NPofNP/DetNP/NPofNP
ACT_2:30w17	4486p	v	καθίσαι	 	v				aorist	active	infinitive			017002	A0:n44002030011	2:30w11		V-AAN	καθίζω		2523	to set	Conj-CL/adv=CLaCL/o=that-VP/ADV-V-IO-S-O/o=ADV-V-ADV
ACT_2:30w18	44Ers	adv	ἐπὶ	 	pp									083008				PREP	ἐπί		1909	upon	Conj-CL/adv=CLaCL/o=that-VP/ADV-V-IO-S-O/o=ADV-V-ADV/adv=PrepNp
ACT_2:30w19	44C2x	adv	τὸν	 	det		m	s						092004				T-ASM	ὁ		3588	the	Conj-CL/adv=CLaCL/o=that-VP/ADV-V-IO-S-O/o=ADV-V-ADV/adv=PrepNp/DetNP
ACT_2:30w20	44QK5	adv	θρόνον	 	n		m	s					com	006015				N-ASM	θρόνος		2362	throne	Conj-CL/adv=CLaCL/o=that-VP/ADV-V-IO-S-O/o=ADV-V-ADV/adv=PrepNp/DetNP/NPofNP
ACT_2:30w21	44Z31	adv	αὐτοῦ	,	pron		m	s					personal	092004		2:29w11		P-GSM	αὐτός		846	of him	Conj-CL/adv=CLaCL/o=that-VP/ADV-V-IO-S-O/o=ADV-V-ADV/adv=PrepNp/DetNP/NPofNP
ACT_2:31w1	44WDP	v	προϊδὼν	 	v		m	s	aorist	active	participle			028001	A0:n44002029011	2:29w11		V-2AAP-NSM	προοράω		4308	Having foreseen	Conj-CL/adv=V2CL
ACT_2:31w2	44rZj	v	ἐλάλησεν	 	v	3		s	aorist	active	indicative			033006	A0:n44002029011	2:29w11		V-AAI-3S	λαλέω		2980	he spoke	Conj-CL
ACT_2:31w3	44piS	adv	περὶ	 	pp									090006				PREP	περί		4012	concerning	Conj-CL/adv=PrepNp
ACT_2:31w4	448Eu	adv	τῆς	 	det		f	s						092004				T-GSF	ὁ		3588	the	Conj-CL/adv=PrepNp/DetNP
ACT_2:31w5	44Ael	adv	ἀναστάσεως	 	n		f	s					com	023007				N-GSF	ἀνάστασις		386	resurrection	Conj-CL/adv=PrepNp/DetNP/NPofNP
ACT_2:31w6	44A2r	adv	τοῦ	 	det		m	s						092004				T-GSM	ὁ		3588	of the	Conj-CL/adv=PrepNp/DetNP/NPofNP/DetNP
ACT_2:31w7	4477z	adv	χριστοῦ	 	n		m	s					PN	053009				N-GSM	Χριστός		5547	Christ	Conj-CL/adv=PrepNp/DetNP/NPofNP/DetNP
ACT_2:31w8	44ySw	o	ὅτι	 	conj									090006				CONJ	ὅτι		3754	that	Conj-CL/o=that-VP
ACT_2:31w9	44Di6	o	οὔτε	 	conj									069003				CONJ-N	οὔτε		3777	neither	Conj-CL/o=that-VP/aCLaCL
ACT_2:31w10	44g2z	v	ἐγκατελείφθη	 	v	3		s	aorist	passive	indicative			035008	A1:n44002031007	2:31w7		V-API-3S	ἐγκαταλείπω		1459	was He abandoned	Conj-CL/o=that-VP/aCLaCL/V-ADV
ACT_2:31w11	441O1	adv	εἰς	 	pp									083003				PREP	εἰς		1519	into	Conj-CL/o=that-VP/aCLaCL/V-ADV/adv=PrepNp
ACT_2:31w12	441a5	adv	ᾅδην	 	n		m	s					com	001003				N-ASM	ᾅδης		86	Hades	Conj-CL/o=that-VP/aCLaCL/V-ADV/adv=PrepNp
ACT_2:31w13	44w3A	o	οὔτε	 	conj									069003				CONJ-N	οὔτε		3777	nor	Conj-CL/o=that-VP/aCLaCL
ACT_2:31w14	44lUa	s	ἡ	 	det		f	s						092004				T-NSF	ὁ		3588	the	Conj-CL/o=that-VP/aCLaCL/S-V-O/s=DetNP
ACT_2:31w15	44zQm	s	σὰρξ	 	n		f	s					com	008002				N-NSF	σάρξ		4561	flesh	Conj-CL/o=that-VP/aCLaCL/S-V-O/s=DetNP/NPofNP
ACT_2:31w16	44G38	s	αὐτοῦ	 	pron		m	s					personal	092004		2:31w7		P-GSM	αὐτός		846	of Him	Conj-CL/o=that-VP/aCLaCL/S-V-O/s=DetNP/NPofNP
ACT_2:31w17	44FrZ	v	εἶδεν	 	v	3		s	aorist	active	indicative			090013	A0:n44002031015 A1:n44002031018			V-2AAI-3S	ὁράω		3708	saw	Conj-CL/o=that-VP/aCLaCL/S-V-O
ACT_2:31w18	44qmR	o	διαφθοράν	.	n		f	s					com	023013				N-ASF	διαφθορά		1312	decay	Conj-CL/o=that-VP/aCLaCL/S-V-O
ACT_2:32w1	4418m	o	τοῦτον	 	pron		m	s					demonstrative	092007		2:22w7		D-ASM	οὗτος		5126	This	o=O-V-S/o=Demo-NP
ACT_2:32w2	44b73	o	τὸν	 	det		m	s						092004				T-ASM	ὁ		3588	-	o=O-V-S/o=Demo-NP/DetNP
